Line,Attribute,Value
1052, Short or long,0
1052, After 2004,1
1053,Training date,1.15732E+12
1053, Miles for training run,8
1053, Training time,4018020
1053, Shoe brand,3
1053, Running pace per mile,502260
1053, Short or long,0
1053, After 2004,1
1054,Training date,1.15741E+12
1054, Miles for training run,5
1054, Training time,2323020
1054, Shoe brand,3
1054, Running pace per mile,464580
1054, Short or long,1
1054, After 2004,1
1055,Training date,1.15758E+12
1055, Miles for training run,14
1055, Training time,7413000
1055, Shoe brand,1
1055, Running pace per mile,529500
1055, Short or long,0
1055, After 2004,1
1056,Training date,1.15775E+12
1056, Miles for training run,7
1056, Training time,3448980
1056, Shoe brand,1
1056, Running pace per mile,492720
1056, Short or long,0
1056, After 2004,1
1057,Training date,1.15793E+12
1057, Miles for training run,8
1057, Training time,3859980
1057, Shoe brand,3
1057, Running pace per mile,482520
1057, Short or long,0
1057, After 2004,1
1058,Training date,1.15801E+12
1058, Miles for training run,8
1058, Training time,4054980
1058, Shoe brand,4
1058, Running pace per mile,506880
1058, Short or long,0
1058, After 2004,1
1059,Training date,1.1581E+12
1059, Miles for training run,20
1059, Training time,10930020
1059, Shoe brand,1
1059, Running pace per mile,546480
1059, Short or long,0
1059, After 2004,1
1060,Training date,1.15827E+12
1060, Miles for training run,6
1060, Training time,2836020
1060, Shoe brand,3
1060, Running pace per mile,472680
1060, Short or long,0
1060, After 2004,1
1061,Training date,1.15836E+12
1061, Miles for training run,10
1061, Training time,5116980
1061, Shoe brand,1
1061, Running pace per mile,511680
1061, Short or long,0
1061, After 2004,1
1062,Training date,1.15844E+12
1062, Miles for training run,6
1062, Training time,2958000
1062, Shoe brand,4
1062, Running pace per mile,493020
1062, Short or long,0
1062, After 2004,1
1063,Training date,1.15853E+12
1063, Miles for training run,8
1063, Training time,4141980
1063, Shoe brand,4
1063, Running pace per mile,517740
1063, Short or long,0
1063, After 2004,1
1064,Training date,1.15862E+12
1064, Miles for training run,3
1064, Training time,1363020
1064, Shoe brand,2
1064, Running pace per mile,454320
1064, Short or long,1
1064, After 2004,1
1065,Training date,1.1587E+12
1065, Miles for training run,14
1065, Training time,7627020
1065, Shoe brand,1
1065, Running pace per mile,544800
1065, Short or long,0
1065, After 2004,1
1066,Training date,1.15888E+12
1066, Miles for training run,7
1066, Training time,3525000
1066, Shoe brand,3
1066, Running pace per mile,503580
1066, Short or long,0
1066, After 2004,1
1067,Training date,1.15896E+12
1067, Miles for training run,14
1067, Training time,7146000
1067, Shoe brand,3
1067, Running pace per mile,510420
1067, Short or long,0
1067, After 2004,1
1068,Training date,1.15905E+12
1068, Miles for training run,6
1068, Training time,3042000
1068, Shoe brand,4
1068, Running pace per mile,507000
1068, Short or long,0
1068, After 2004,1
1069,Training date,1.15914E+12
1069, Miles for training run,6
1069, Training time,3001980
1069, Shoe brand,2
1069, Running pace per mile,500340
1069, Short or long,0
1069, After 2004,1
1070,Training date,1.15922E+12
1070, Miles for training run,5
1070, Training time,2398020
1070, Shoe brand,4
1070, Running pace per mile,479580
1070, Short or long,1
1070, After 2004,1
1071,Training date,1.15931E+12
1071, Miles for training run,16
1071, Training time,9282000
1071, Shoe brand,1
1071, Running pace per mile,580140
1071, Short or long,0
1071, After 2004,1
1072,Training date,1.15948E+12
1072, Miles for training run,7
1072, Training time,3481020
1072, Shoe brand,2
1072, Running pace per mile,497280
1072, Short or long,0
1072, After 2004,1
1073,Training date,1.15957E+12
1073, Miles for training run,10
1073, Training time,5064000
1073, Shoe brand,3
1073, Running pace per mile,506400
1073, Short or long,0
1073, After 2004,1
1074,Training date,1.15965E+12
1074, Miles for training run,6
1074, Training time,3037020
1074, Shoe brand,4
1074, Running pace per mile,506160
1074, Short or long,0
1074, After 2004,1
1075,Training date,1.15965E+12
1075, Miles for training run,8
1075, Training time,3981000
1075, Shoe brand,2
1075, Running pace per mile,497640
1075, Short or long,0
1075, After 2004,1
1076,Training date,1.15974E+12
1076, Miles for training run,5
1076, Training time,2401980
1076, Shoe brand,1
1076, Running pace per mile,480420
1076, Short or long,1
1076, After 2004,1
1077,Training date,1.15983E+12
1077, Miles for training run,20
1077, Training time,10651020
1077, Shoe brand,3
1077, Running pace per mile,532560
1077, Short or long,0
1077, After 2004,1
1078,Training date,1.16E+12
1078, Miles for training run,7
1078, Training time,3336000
1078, Shoe brand,4
1078, Running pace per mile,476580
1078, Short or long,0
1078, After 2004,1
1079,Training date,1.16009E+12
1079, Miles for training run,10
1079, Training time,5341980
1079, Shoe brand,1
1079, Running pace per mile,534180
1079, Short or long,0
1079, After 2004,1
1080,Training date,1.16017E+12
1080, Miles for training run,6
1080, Training time,2935020
1080, Shoe brand,4
1080, Running pace per mile,489180
1080, Short or long,0
1080, After 2004,1
1081,Training date,1.16026E+12
1081, Miles for training run,8
1081, Training time,3841980
1081, Shoe brand,2
1081, Running pace per mile,480240
1081, Short or long,0
1081, After 2004,1
1082,Training date,1.16034E+12
1082, Miles for training run,5
1082, Training time,2343000
1082, Shoe brand,1
1082, Running pace per mile,468600
1082, Short or long,1
1082, After 2004,1
1083,Training date,1.16043E+12
1083, Miles for training run,23
1083, Training time,12499980
1083, Shoe brand,3
1083, Running pace per mile,543480
1083, Short or long,0
1083, After 2004,1
1084,Training date,1.1606E+12
1084, Miles for training run,7
1084, Training time,3520980
1084, Shoe brand,2
1084, Running pace per mile,502980
1084, Short or long,0
1084, After 2004,1
1085,Training date,1.16069E+12
1085, Miles for training run,10
1085, Training time,5101020
1085, Shoe brand,4
1085, Running pace per mile,510120
1085, Short or long,0
1085, After 2004,1
1086,Training date,1.16078E+12
1086, Miles for training run,6
1086, Training time,2875980
1086, Shoe brand,1
1086, Running pace per mile,479340
1086, Short or long,0
1086, After 2004,1
1087,Training date,1.16086E+12
1087, Miles for training run,8
1087, Training time,3823980
1087, Shoe brand,4
1087, Running pace per mile,478020
1087, Short or long,0
1087, After 2004,1
1088,Training date,1.16095E+12
1088, Miles for training run,5
1088, Training time,2272980
1088, Shoe brand,1
1088, Running pace per mile,454620
1088, Short or long,1
1088, After 2004,1
1089,Training date,1.16104E+12
1089, Miles for training run,16
1089, Training time,8587020
1089, Shoe brand,3
1089, Running pace per mile,536700
1089, Short or long,0
1089, After 2004,1
1090,Training date,1.1613E+12
1090, Miles for training run,10
1090, Training time,4816020
1090, Shoe brand,4
1090, Running pace per mile,481620
1090, Short or long,0
1090, After 2004,1
1091,Training date,1.16138E+12
1091, Miles for training run,5
1091, Training time,2463000
1091, Shoe brand,1
1091, Running pace per mile,492600
1091, Short or long,1
1091, After 2004,1
1092,Training date,1.16147E+12
1092, Miles for training run,8
1092, Training time,3754020
1092, Shoe brand,2
1092, Running pace per mile,469260
1092, Short or long,0
1092, After 2004,1
1093,Training date,1.16155E+12
1093, Miles for training run,5
1093, Training time,2403000
1093, Shoe brand,1
1093, Running pace per mile,480600
1093, Short or long,1
1093, After 2004,1
1094,Training date,1.16181E+12
1094, Miles for training run,7
1094, Training time,3816000
1094, Shoe brand,2
1094, Running pace per mile,545160
1094, Short or long,0
1094, After 2004,1
1095,Training date,1.16207E+12
1095, Miles for training run,8
1095, Training time,3864000
1095, Shoe brand,4
1095, Running pace per mile,483000
1095, Short or long,0
1095, After 2004,1
1096,Training date,1.16216E+12
1096, Miles for training run,5
1096, Training time,2374980
1096, Shoe brand,3
1096, Running pace per mile,475020
1096, Short or long,1
1096, After 2004,1
1097,Training date,1.16234E+12
1097, Miles for training run,26
1097, Training time,14266020
1097, Shoe brand,1
1097, Running pace per mile,548700
1097, Short or long,0
1097, After 2004,1
1098,Training date,1.16251E+12
1098, Miles for training run,6
1098, Training time,3006000
1098, Shoe brand,2
1098, Running pace per mile,501000
1098, Short or long,0
1098, After 2004,1
1099,Training date,1.16259E+12
1099, Miles for training run,9
1099, Training time,4791000
1099, Shoe brand,4
1099, Running pace per mile,532320
1099, Short or long,0
1099, After 2004,1
1100,Training date,1.16268E+12
1100, Miles for training run,5
1100, Training time,2380020
1100, Shoe brand,3
1100, Running pace per mile,475980
1100, Short or long,1
1100, After 2004,1
1101,Training date,1.16277E+12
1101, Miles for training run,7
1101, Training time,3361980
1101, Shoe brand,2
1101, Running pace per mile,480300
1101, Short or long,0
1101, After 2004,1
1102,Training date,1.16294E+12
1102, Miles for training run,12
1102, Training time,6307020
1102, Shoe brand,1
1102, Running pace per mile,525600
1102, Short or long,0
1102, After 2004,1
1103,Training date,1.16311E+12
1103, Miles for training run,5
1103, Training time,2317020
1103, Shoe brand,4
1103, Running pace per mile,463380
1103, Short or long,1
1103, After 2004,1
1104,Training date,1.1632E+12
1104, Miles for training run,8
1104, Training time,3961980
1104, Shoe brand,3
1104, Running pace per mile,495240
1104, Short or long,0
1104, After 2004,1
1105,Training date,1.16329E+12
1105, Miles for training run,4
1105, Training time,1951020
1105, Shoe brand,1
1105, Running pace per mile,487740
1105, Short or long,1
1105, After 2004,1
1106,Training date,1.16346E+12
1106, Miles for training run,3
1106, Training time,1456020
1106, Shoe brand,2
1106, Running pace per mile,485340
1106, Short or long,1
1106, After 2004,1
1107,Training date,1.16355E+12
1107, Miles for training run,26.2
1107, Training time,13120020
1107, Shoe brand,2
1107, Running pace per mile,500760
1107, Short or long,0
1107, After 2004,1
1108,Training date,1.16415E+12
1108, Miles for training run,8
1108, Training time,4110000
1108, Shoe brand,4
1108, Running pace per mile,513780
1108, Short or long,0
1108, After 2004,1
1109,Training date,1.16475E+12
1109, Miles for training run,6
1109, Training time,3079980
1109, Shoe brand,4
1109, Running pace per mile,513360
1109, Short or long,0
1109, After 2004,1
1110,Training date,1.16553E+12
1110, Miles for training run,5
1110, Training time,2580000
1110, Shoe brand,3
1110, Running pace per mile,516000
1110, Short or long,1
1110, After 2004,1
1111,Training date,1.16614E+12
1111, Miles for training run,5
1111, Training time,2640000
1111, Shoe brand,4
1111, Running pace per mile,528000
1111, Short or long,1
1111, After 2004,1
1112,Training date,1.16622E+12
1112, Miles for training run,5
1112, Training time,2569020
1112, Shoe brand,3
1112, Running pace per mile,513780
1112, Short or long,1
1112, After 2004,1
1113,Training date,1.1664E+12
1113, Miles for training run,5
1113, Training time,2397000
1113, Shoe brand,1
1113, Running pace per mile,479400
1113, Short or long,1
1113, After 2004,1
1114,Training date,1.16666E+12
1114, Miles for training run,5
1114, Training time,2401020
1114, Shoe brand,3
1114, Running pace per mile,480180
1114, Short or long,1
1114, After 2004,1
1115,Training date,1.16683E+12
1115, Miles for training run,6
1115, Training time,3063000
1115, Shoe brand,4
1115, Running pace per mile,510480
1115, Short or long,0
1115, After 2004,1
1116,Training date,1.16709E+12
1116, Miles for training run,6
1116, Training time,3010020
1116, Shoe brand,2
1116, Running pace per mile,501660
1116, Short or long,0
1116, After 2004,1
1117,Training date,1.16735E+12
1117, Miles for training run,5
1117, Training time,2466000
1117, Shoe brand,0
1117, Running pace per mile,493200
1117, Short or long,1
1117, After 2004,1
1118,Training date,1.16778E+12
1118, Miles for training run,6
1118, Training time,2881980
1118, Shoe brand,2
1118, Running pace per mile,480360
1118, Short or long,0
1118, After 2004,1
1119,Training date,1.1683E+12
1119, Miles for training run,6
1119, Training time,3055980
1119, Shoe brand,2
1119, Running pace per mile,509340
1119, Short or long,0
1119, After 2004,1
1120,Training date,1.16864E+12
1120, Miles for training run,4
1120, Training time,1981980
1120, Shoe brand,2
1120, Running pace per mile,495480
1120, Short or long,1
1120, After 2004,1
1121,Training date,1.16916E+12
1121, Miles for training run,5
1121, Training time,2592000
1121, Shoe brand,2
1121, Running pace per mile,518400
1121, Short or long,1
1121, After 2004,1
1122,Training date,1.16942E+12
1122, Miles for training run,5
1122, Training time,2535000
1122, Shoe brand,4
1122, Running pace per mile,507000
1122, Short or long,1
1122, After 2004,1
1123,Training date,1.16959E+12
1123, Miles for training run,5
1123, Training time,2440980
1123, Shoe brand,4
1123, Running pace per mile,488220
1123, Short or long,1
